?kind	?mrids	?link
"NetworkAreaDiagram"	"(\"d82114b7-09c0-4cb4-b9c8-19a5fdaf991a\",\"91ef68b3-8878-47a4-b24f-66f42bb459ba\",\"d87764a9-3363-4342-908f-d96f8e7ef71d\",\"791059a4-3f6e-4242-a478-1fbbf1abc328\",\"8da6d670-4607-4432-abce-49614b85fd8e\",\"bb017e3b-c1e1-463c-b719-fe73df802624\",\"277ce47c-fa5b-438d-9f82-346c887b57fd\")"	"PowSyBl-NAD-SubGeographicalRegion-DSO-V.svg"
"NetworkAreaDiagram"	"(\"f17696b4-9aeb-11e5-91da-b8763fd99c5f\",\"f17696c0-9aeb-11e5-91da-b8763fd99c5f\",\"f17696ba-9aeb-11e5-91da-b8763fd99c5f\",\"f17696c6-9aeb-11e5-91da-b8763fd99c5f\")"	"PowSyBl-NAD-SubGeographicalRegion-FI1-SGR.svg"
"NetworkAreaDiagram"	"(\"f1769650-9aeb-11e5-91da-b8763fd99c5f\",\"f1769620-9aeb-11e5-91da-b8763fd99c5f\",\"f1769656-9aeb-11e5-91da-b8763fd99c5f\",\"f1769610-9aeb-11e5-91da-b8763fd99c5f\",\"f176964a-9aeb-11e5-91da-b8763fd99c5f\",\"f1769644-9aeb-11e5-91da-b8763fd99c5f\",\"f176963e-9aeb-11e5-91da-b8763fd99c5f\",\"f176960a-9aeb-11e5-91da-b8763fd99c5f\")"	"PowSyBl-NAD-SubGeographicalRegion-NO1-SGR.svg"
"NetworkAreaDiagram"	"(\"f1769684-9aeb-11e5-91da-b8763fd99c5f\",\"f1769660-9aeb-11e5-91da-b8763fd99c5f\",\"f1769672-9aeb-11e5-91da-b8763fd99c5f\",\"f1769678-9aeb-11e5-91da-b8763fd99c5f\",\"1f4fabd4-8c57-c245-b107-4e64c9007ae3\",\"f176966c-9aeb-11e5-91da-b8763fd99c5f\",\"f1769690-9aeb-11e5-91da-b8763fd99c5f\",\"f176967e-9aeb-11e5-91da-b8763fd99c5f\",\"f1769666-9aeb-11e5-91da-b8763fd99c5f\",\"681a21b6-5a55-11eb-a658-74e5f963e191\",\"92d33b37-7034-11eb-a65a-74e5f963e191\",\"d4addb12-e956-e44b-9a9d-f118fdbe49f8\",\"681a1e4e-5a55-11eb-a658-74e5f963e191\",\"681a1e65-5a55-11eb-a658-74e5f963e191\",\"681a1e17-5a55-11eb-a658-74e5f963e191\",\"d4959144-d4c4-4885-a5fd-2a8ad9abbe2c\",\"681a1e3e-5a55-11eb-a658-74e5f963e191\")"	"PowSyBl-NAD-SubGeographicalRegion-NO2-SGR.svg"
"NetworkAreaDiagram"	"(\"f176969a-9aeb-11e5-91da-b8763fd99c5f\")"	"PowSyBl-NAD-SubGeographicalRegion-NO3-SGR.svg"
"NetworkAreaDiagram"	"(\"f17696aa-9aeb-11e5-91da-b8763fd99c5f\",\"f17696a4-9aeb-11e5-91da-b8763fd99c5f\")"	"PowSyBl-NAD-SubGeographicalRegion-NO4-SGR.svg"
"NetworkAreaDiagram"	"(\"f1769626-9aeb-11e5-91da-b8763fd99c5f\",\"f176962c-9aeb-11e5-91da-b8763fd99c5f\",\"f176961a-9aeb-11e5-91da-b8763fd99c5f\",\"f176968a-9aeb-11e5-91da-b8763fd99c5f\",\"f1769632-9aeb-11e5-91da-b8763fd99c5f\",\"f1769638-9aeb-11e5-91da-b8763fd99c5f\")"	"PowSyBl-NAD-SubGeographicalRegion-NO5-SGR.svg"
"NetworkAreaDiagram"	"(\"f17695ce-9aeb-11e5-91da-b8763fd99c5f\")"	"PowSyBl-NAD-SubGeographicalRegion-SE1-SGR.svg"
"NetworkAreaDiagram"	"(\"f17695c4-9aeb-11e5-91da-b8763fd99c5f\",\"f17695e7-9aeb-11e5-91da-b8763fd99c5f\",\"f17695da-9aeb-11e5-91da-b8763fd99c5f\",\"f17695e1-9aeb-11e5-91da-b8763fd99c5f\",\"f1769600-9aeb-11e5-91da-b8763fd99c5f\")"	"PowSyBl-NAD-SubGeographicalRegion-SE2-SGR.svg"
"NetworkAreaDiagram"	"(\"f17695b0-9aeb-11e5-91da-b8763fd99c5f\",\"f17695d4-9aeb-11e5-91da-b8763fd99c5f\",\"f17695ed-9aeb-11e5-91da-b8763fd99c5f\",\"f17695f3-9aeb-11e5-91da-b8763fd99c5f\",\"f17695ba-9aeb-11e5-91da-b8763fd99c5f\",\"f17695f9-9aeb-11e5-91da-b8763fd99c5f\")"	"PowSyBl-NAD-SubGeographicalRegion-SE3-SGR.svg"
"NetworkAreaDiagram"	"(\"f17696d0-9aeb-11e5-91da-b8763fd99c5f\",\"f17696d6-9aeb-11e5-91da-b8763fd99c5f\",\"f17696dc-9aeb-11e5-91da-b8763fd99c5f\")"	"PowSyBl-NAD-SubGeographicalRegion-SE4-SGR.svg"
"NetworkAreaDiagram"		"PowSyBl-NAD-all.svg"
"SingleLineDiagram-Multi"	"[[\"f17695fe-9aeb-11e5-91da-b8763fd99c5f\",\"f17695e5-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-AJAURE-and-GRUNDFORS.svg"
"SingleLineDiagram-Multi"	"[[\"f17695fe-9aeb-11e5-91da-b8763fd99c5f\",\"f17695be-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-AJAURE-and-HJALTA.svg"
"SingleLineDiagram-Multi"	"[[\"f17695fe-9aeb-11e5-91da-b8763fd99c5f\",\"f176969e-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-AJAURE-and-MO.svg"
"SingleLineDiagram-Multi"	"[[\"f17695fe-9aeb-11e5-91da-b8763fd99c5f\",\"f17696c4-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-AJAURE-and-OULU.svg"
"SingleLineDiagram-Multi"	"[[\"f17695fe-9aeb-11e5-91da-b8763fd99c5f\",\"f17695c8-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-AJAURE-and-PORJUS.svg"
"SingleLineDiagram-Multi"	"[[\"f1769670-9aeb-11e5-91da-b8763fd99c5f\",\"f176964e-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-ARENDAL-and-ASKER.svg"
"SingleLineDiagram-Multi"	"[[\"f1769670-9aeb-11e5-91da-b8763fd99c5f\",\"681a1e63-5a55-11eb-a658-74e5f963e191\"]]"	"PowSyBl-SLD-2substations-ARENDAL-and-FROLAND.svg"
"SingleLineDiagram-Multi"	"[[\"f1769670-9aeb-11e5-91da-b8763fd99c5f\",\"f176965a-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-ARENDAL-and-KRISTIANSAND.svg"
"SingleLineDiagram-Multi"	"[[\"f1769670-9aeb-11e5-91da-b8763fd99c5f\",\"f1769676-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-ARENDAL-and-KRISTIA_HVDC.svg"
"SingleLineDiagram-Multi"	"[[\"f1769670-9aeb-11e5-91da-b8763fd99c5f\",\"f176966a-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-ARENDAL-and-SANDEFJORD.svg"
"SingleLineDiagram-Multi"	"[[\"f17696d4-9aeb-11e5-91da-b8763fd99c5f\",\"f17696ca-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-ARRIE_HVDC-and-MALMO.svg"
"SingleLineDiagram-Multi"	"[[\"f176964e-9aeb-11e5-91da-b8763fd99c5f\",\"f176960e-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-ASKER-and-HALDEN.svg"
"SingleLineDiagram-Multi"	"[[\"f176964e-9aeb-11e5-91da-b8763fd99c5f\",\"f176963c-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-ASKER-and-OSLO.svg"
"SingleLineDiagram-Multi"	"[[\"f176964e-9aeb-11e5-91da-b8763fd99c5f\",\"f1769654-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-ASKER-and-SKIEN.svg"
"SingleLineDiagram-Multi"	"[[\"f176964e-9aeb-11e5-91da-b8763fd99c5f\",\"f1769642-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-ASKER-and-SYLLING.svg"
"SingleLineDiagram-Multi"	"[[\"f176964e-9aeb-11e5-91da-b8763fd99c5f\",\"f1769604-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-ASKER-and-TRETTEN.svg"
"SingleLineDiagram-Multi"	"[[\"f176962a-9aeb-11e5-91da-b8763fd99c5f\",\"f1769636-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-AURLAND-and-EIDFJORD.svg"
"SingleLineDiagram-Multi"	"[[\"f176962a-9aeb-11e5-91da-b8763fd99c5f\",\"f1769630-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-AURLAND-and-GEILO.svg"
"SingleLineDiagram-Multi"	"[[\"f176962a-9aeb-11e5-91da-b8763fd99c5f\",\"f1769688-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-AURLAND-and-HAGAFOSS.svg"
"SingleLineDiagram-Multi"	"[[\"f176962a-9aeb-11e5-91da-b8763fd99c5f\",\"f1769682-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-AURLAND-and-KVILLDAL.svg"
"SingleLineDiagram-Multi"	"[[\"f176962a-9aeb-11e5-91da-b8763fd99c5f\",\"f1769624-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-AURLAND-and-SIMA.svg"
"SingleLineDiagram-Multi"	"[[\"f176962a-9aeb-11e5-91da-b8763fd99c5f\",\"f1769664-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-AURLAND-and-STAVANGER.svg"
"SingleLineDiagram-Multi"	"[[\"f176968e-9aeb-11e5-91da-b8763fd99c5f\",\"f1769682-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-BLAFALLI-and-KVILLDAL.svg"
"SingleLineDiagram-Multi"	"[[\"f176968e-9aeb-11e5-91da-b8763fd99c5f\",\"f1769624-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-BLAFALLI-and-SIMA.svg"
"SingleLineDiagram-Multi"	"[[\"f1769614-9aeb-11e5-91da-b8763fd99c5f\",\"f1769630-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-DAGALI-and-GEILO.svg"
"SingleLineDiagram-Multi"	"[[\"f1769614-9aeb-11e5-91da-b8763fd99c5f\",\"f1769688-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-DAGALI-and-HAGAFOSS.svg"
"SingleLineDiagram-Multi"	"[[\"f1769614-9aeb-11e5-91da-b8763fd99c5f\",\"f176960e-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-DAGALI-and-HALDEN.svg"
"SingleLineDiagram-Multi"	"[[\"f1769614-9aeb-11e5-91da-b8763fd99c5f\",\"f176961e-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-DAGALI-and-KONGSBERG.svg"
"SingleLineDiagram-Multi"	"[[\"f1769614-9aeb-11e5-91da-b8763fd99c5f\",\"f1769682-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-DAGALI-and-KVILLDAL.svg"
"SingleLineDiagram-Multi"	"[[\"f1769614-9aeb-11e5-91da-b8763fd99c5f\",\"f1769664-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-DAGALI-and-STAVANGER.svg"
"SingleLineDiagram-Multi"	"[[\"f17695b8-9aeb-11e5-91da-b8763fd99c5f\",\"f17695aa-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-DANNEBO_HVDC-and-FORSMARK.svg"
"SingleLineDiagram-Multi"	"[[\"f1769636-9aeb-11e5-91da-b8763fd99c5f\",\"f1769630-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-EIDFJORD-and-GEILO.svg"
"SingleLineDiagram-Multi"	"[[\"f1769636-9aeb-11e5-91da-b8763fd99c5f\",\"f1769624-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-EIDFJORD-and-SIMA.svg"
"SingleLineDiagram-Multi"	"[[\"681a1e15-5a55-11eb-a658-74e5f963e191\",\"681a2179-5a55-11eb-a658-74e5f963e191\"]]"	"PowSyBl-SLD-2substations-ENGENE-and-NEDENES.svg"
"SingleLineDiagram-Multi"	"[[\"681a1e15-5a55-11eb-a658-74e5f963e191\",\"681a1e3c-5a55-11eb-a658-74e5f963e191\"]]"	"PowSyBl-SLD-2substations-ENGENE-and-T_ENGENE.svg"
"SingleLineDiagram-Multi"	"[[\"f17696be-9aeb-11e5-91da-b8763fd99c5f\",\"f17696ae-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-ESTLINK_HVDC-and-HELSINKI.svg"
"SingleLineDiagram-Multi"	"[[\"f176967c-9aeb-11e5-91da-b8763fd99c5f\",\"f176965a-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-FEDA_HVDC-and-KRISTIANSAND.svg"
"SingleLineDiagram-Multi"	"[[\"f17695aa-9aeb-11e5-91da-b8763fd99c5f\",\"f17695d8-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-FORSMARK-and-HOGASEN.svg"
"SingleLineDiagram-Multi"	"[[\"f17695aa-9aeb-11e5-91da-b8763fd99c5f\",\"f17695df-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-FORSMARK-and-JARPSTROMMEN.svg"
"SingleLineDiagram-Multi"	"[[\"f17695aa-9aeb-11e5-91da-b8763fd99c5f\",\"f17695eb-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-FORSMARK-and-OSKARSHAMN.svg"
"SingleLineDiagram-Multi"	"[[\"f17695aa-9aeb-11e5-91da-b8763fd99c5f\",\"f17695c8-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-FORSMARK-and-PORJUS.svg"
"SingleLineDiagram-Multi"	"[[\"681a1e63-5a55-11eb-a658-74e5f963e191\",\"681a1e3c-5a55-11eb-a658-74e5f963e191\"]]"	"PowSyBl-SLD-2substations-FROLAND-and-T_ENGENE.svg"
"SingleLineDiagram-Multi"	"[[\"f1769630-9aeb-11e5-91da-b8763fd99c5f\",\"f176961e-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-GEILO-and-KONGSBERG.svg"
"SingleLineDiagram-Multi"	"[[\"f1769630-9aeb-11e5-91da-b8763fd99c5f\",\"f1769624-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-GEILO-and-SIMA.svg"
"SingleLineDiagram-Multi"	"[[\"f17695e5-9aeb-11e5-91da-b8763fd99c5f\",\"f17695be-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-GRUNDFORS-and-HJALTA.svg"
"SingleLineDiagram-Multi"	"[[\"f17695e5-9aeb-11e5-91da-b8763fd99c5f\",\"f17696c4-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-GRUNDFORS-and-OULU.svg"
"SingleLineDiagram-Multi"	"[[\"f17695e5-9aeb-11e5-91da-b8763fd99c5f\",\"f17695c8-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-GRUNDFORS-and-PORJUS.svg"
"SingleLineDiagram-Multi"	"[[\"f1769688-9aeb-11e5-91da-b8763fd99c5f\",\"f1769682-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-HAGAFOSS-and-KVILLDAL.svg"
"SingleLineDiagram-Multi"	"[[\"f1769688-9aeb-11e5-91da-b8763fd99c5f\",\"f176963c-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-HAGAFOSS-and-OSLO.svg"
"SingleLineDiagram-Multi"	"[[\"f1769688-9aeb-11e5-91da-b8763fd99c5f\",\"f1769624-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-HAGAFOSS-and-SIMA.svg"
"SingleLineDiagram-Multi"	"[[\"f1769688-9aeb-11e5-91da-b8763fd99c5f\",\"f1769664-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-HAGAFOSS-and-STAVANGER.svg"
"SingleLineDiagram-Multi"	"[[\"f1769688-9aeb-11e5-91da-b8763fd99c5f\",\"f1769642-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-HAGAFOSS-and-SYLLING.svg"
"SingleLineDiagram-Multi"	"[[\"f1769688-9aeb-11e5-91da-b8763fd99c5f\",\"f1769648-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-HAGAFOSS-and-SYSLE.svg"
"SingleLineDiagram-Multi"	"[[\"f176960e-9aeb-11e5-91da-b8763fd99c5f\",\"f176961e-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-HALDEN-and-KONGSBERG.svg"
"SingleLineDiagram-Multi"	"[[\"f176960e-9aeb-11e5-91da-b8763fd99c5f\",\"f17695f1-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-HALDEN-and-RINGHALS.svg"
"SingleLineDiagram-Multi"	"[[\"f176960e-9aeb-11e5-91da-b8763fd99c5f\",\"f1769654-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-HALDEN-and-SKIEN.svg"
"SingleLineDiagram-Multi"	"[[\"f176960e-9aeb-11e5-91da-b8763fd99c5f\",\"f1769604-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-HALDEN-and-TRETTEN.svg"
"SingleLineDiagram-Multi"	"[[\"f176960e-9aeb-11e5-91da-b8763fd99c5f\",\"f1769694-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-HALDEN-and-TRONDHEIM.svg"
"SingleLineDiagram-Multi"	"[[\"f17696ae-9aeb-11e5-91da-b8763fd99c5f\",\"f17696c4-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-HELSINKI-and-OULU.svg"
"SingleLineDiagram-Multi"	"[[\"f17696ae-9aeb-11e5-91da-b8763fd99c5f\",\"f17696b8-9aeb-11e5-91da-b8763fd99c5f\"]]"	"PowSyBl-SLD-2substations-HELSINKI-and-VYBORG_HVDC.svg"
